Entry Order,Block,Patch,Corner,Dist,Species,2015 Survival Status,Position,Alive?,Repro Status,Recruit Count,Subset?,Quandrant?,Notes,Location_Info_Incorrect (1 = incorrect)
1989,53N,C,III,d,GD,0,4,0,,,,,,
1990,53N,C,III,d,SS,1,6,1,1,8,,,,
1991,53N,C,III,d,CB,1,7,1,1,0,,,,
1992,53N,C,III,d,NG,1,8,1,1,0,,,,
1993,53N,C,IV,a,AB,0,1,0,,0,,,,
1994,53N,C,IV,a,SS,1,2,1,1,0,,,,
1995,53N,C,IV,a,AV,0,4,0,,0,,,,
1996,53N,C,IV,a,NG,1,5,1,1,0,,,,
1997,53N,C,IV,a,CB,1,6,1,1,0,,,,
1998,53N,C,IV,a,LE,0,7,0,,8,,,,
1999,53N,C,IV,a,GD,1,8,1,,,,,,
2000,53N,C,IV,b,NG,0,1,0,,0,,,,
2001,53N,C,IV,b,AV,1,2,1,1,0,,,,
2002,53N,C,IV,b,SS,1,3,0,,0,,,,
2003,53N,C,IV,b,AB,1,4,1,0,8,,,,
2004,53N,C,IV,b,GD,0,5,0,,,,,,
2005,53N,C,IV,b,LE,1,6,1,0,2,,,,
2006,53N,C,IV,b,CB,1,7,1,0,0,,,,
2007,53N,C,IV,c,AV,1,1,1,1,1,,,,
2008,53N,C,IV,c,LE,0,3,0,,10,,,,
2009,53N,C,IV,c,CB,0,4,0,,0,,,,
2010,53N,C,IV,c,AB,1,5,1,0,1,,,,
2011,53N,C,IV,c,GD,1,6,1,,,,,,
2012,53N,C,IV,c,NG,1,7,1,1,0,,,,
2013,53N,C,IV,c,SS,1,8,1,1,0,,,,
2014,53N,C,IV,d,SS,0,1,0,,0,,,,
2015,53N,C,IV,d,LE,1,3,0,,6,,,,
2016,53N,C,IV,d,AB,0,4,0,,0,,,,
2017,53N,C,IV,d,AV,0,5,0,,0,,,,
2018,53N,C,IV,d,CB,1,6,1,1,0,,,,
2019,53N,C,IV,d,NG,1,7,1,1,0,,,,
2020,53N,C,IV,d,GD,1,8,1,,,,,,
2021,53N,D,I,a,CB,1,2,1,1,0,,,,
2022,53N,D,I,a,GD,1,3,1,,0,,,,
2023,53N,D,I,a,NG,1,5,1,1,0,,,,
2024,53N,D,I,a,LE,1,6,1,0,0,,,,
2025,53N,D,I,a,SS,1,7,1,1,0,,,,
2026,53N,D,I,a,AV,0,8,0,,0,,,,
2027,53N,D,I,a,AB,1,9,1,0,0,,,,
2028,53N,D,I,b,SS,1,2,1,1,0,,,,
2029,53N,D,I,b,CB,1,3,1,0,0,,,,
2030,53N,D,I,b,LE,0,4,0,,0,,,,
2031,53N,D,I,b,NG,1,5,1,0,0,,,,
2032,53N,D,I,b,AB,1,6,1,0,1,,,,
2033,53N,D,I,b,AV,1,7,1,1,5,,,,
2034,53N,D,I,b,GD,1,8,1,,,,,,
2035,53N,D,I,c,GD,1,2,1,,,,,,
2036,53N,D,I,c,AV,1,3,1,1,1,,,,
2037,53N,D,I,c,NG,1,4,1,1,0,,,,
2038,53N,D,I,c,CB,1,5,1,1,0,,,,
1187,52,D,III,a,NG,1,8,1,0,,,,recruit count?,
2040,53N,D,I,c,AB,1,7,1,0,0,,,,
2041,53N,D,I,c,LE,1,8,1,0,0,,,,
2042,53N,D,I,d,GD,0,2,0,,,,,,
2043,53N,D,I,d,SS,1,3,1,1,0,,,,
2044,53N,D,I,d,AB,1,4,1,0,7,,,,
2045,53N,D,I,d,LE,0,5,0,,0,,,,
2046,53N,D,I,d,AV,1,6,1,1,1,,,,
2047,53N,D,I,d,CB,1,8,1,1,0,,,,
2048,53N,D,I,d,NG,1,9,1,1,29,1,3,,
2049,53N,D,II,a,NG,1,1,1,1,0,,,,
2050,53N,D,II,a,SS,1,2,1,1,0,,,,
2051,53N,D,II,a,AV,1,3,1,0,0,,,,
2053,53N,D,II,a,GD,1,4,0,,,,,,
2054,53N,D,II,a,AB,1,5,1,0,0,,,,
1321,52,E,IV,a,AB,0,1,,,,,,recruit count?,
2057,53N,D,II,a,LE,1,7,1,0,1,,,,
2058,53N,D,II,b,SS,1,1,1,1,0,,,,
2059,53N,D,II,b,LE,1,2,0,,0,,,,
2060,53N,D,II,b,AV,1,3,1,1,0,,,,
2061,53N,D,II,b,NG,1,4,1,1,0,,,,
2062,53N,D,II,b,GD,1,5,0,,,,,,
2063,53N,D,II,b,CB,1,6,1,1,1,,,,
2064,53N,D,II,b,AB,1,7,1,0,2,,,,
2065,53N,D,II,c,LE,0,2,0,,0,,,,
2066,53N,D,II,c,AV,1,3,1,1,0,,,,
2067,53N,D,II,c,SS,1,4,1,0,0,,,,
2068,53N,D,II,c,CB,0,5,0,,0,,,,
2069,53N,D,II,c,NG,1,6,1,1,0,,,,
2070,53N,D,II,c,AB,1,7,1,0,2,,,,
2071,53N,D,II,c,GD,0,8,0,,,,,,
1328,52,E,IV,b,AV,1,1,1,1,,,,recruit count?,
1329,52,E,IV,b,NG,1,2,1,1,,,,recruit count?,
1330,52,E,IV,b,CB,0,3,0,,,,,recruit count?,
1435,57,B,IV,a,AB,1,4,1,0,,,,recruit count?,
1490,57,C,II,a,SS,0,4,0,,,,,recruit count?,
1556,57,C,IV,b,AV,0,6,0,,,,,recruit count?,
1561,57,C,IV,c,LE,0,3,0,,,,,recruit count?,
2079,53N,D,III,a,CB,1,1,1,1,0,,,,
2080,53N,D,III,a,LE,0,3,1,1,0,,,,
2081,53N,D,III,a,AV,1,4,0,,0,,,,
1567,57,C,IV,d,AV,1,2,1,1,,,,recruit count?,
2083,53N,D,III,a,SS,1,6,1,1,0,,,,
2084,53N,D,III,a,AB,1,7,1,0,0,,,,
2085,53N,D,III,a,GD,1,8,1,,,,,,
2086,53N,D,III,b,AB,0,1,0,,0,,,,
2087,53N,D,III,b,CB,0,3,0,,0,,,,
2088,53N,D,III,b,SS,1,4,0,,0,,,,
2089,53N,D,III,b,NG,1,5,1,1,0,,,,
2090,53N,D,III,b,GD,1,6,1,,,,,,
2091,53N,D,III,b,AV,0,7,0,,0,,,,
2092,53N,D,III,b,LE,0,8,0,,0,,,,
1568,57,C,IV,d,NG,1,4,1,0,,,,recruit count?,
2094,53N,D,III,c,AB,1,3,1,0,1,,,,
2095,53N,D,III,c,AV,0,4,0,,0,,,,
2096,53N,D,III,c,NG,0,5,0,,0,,,,
2097,53N,D,III,c,SS,0,7,0,,0,,,,
2098,53N,D,III,c,GD,0,8,0,,,,,,
2099,53N,D,III,c,CB,1,9,1,1,11,,,,
2100,53N,D,III,d,NG,0,2,0,,0,,,,
2101,53N,D,III,d,AB,0,3,0,,0,,,,
2103,53N,D,III,d,AV,1,4,1,1,0,,,,
2104,53N,D,III,d,CB,1,5,1,0,0,,,,
2105,53N,D,III,d,SS,0,6,0,,1,,,,
2106,53N,D,III,d,GD,0,8,0,,,,,,
2107,53N,D,III,d,LE,1,9,0,,0,,,,
2108,53N,D,IV,a,AV,0,2,0,,0,,,,
2109,53N,D,IV,a,NG,1,3,1,1,0,,,,
1569,57,C,IV,d,SS,1,5,1,1,,,,recruit count?,
2111,53N,D,IV,a,CB,1,5,1,1,0,,,,
2112,53N,D,IV,a,GD,0,6,0,,,,,,
2113,53N,D,IV,a,AB,1,7,1,0,0,,,,
2114,53N,D,IV,a,LE,0,9,0,,7,,,,
2115,53N,D,IV,b,NG,0,1,0,,0,,,,
2116,53N,D,IV,b,LE,1,2,1,0,17,1,2,,
2117,53N,D,IV,b,AB,1,4,1,0,2,,,,
1570,57,C,IV,d,LE,0,6,0,,,,,recruit count?,
2119,53N,D,IV,b,GD,1,6,0,,,,,,
2120,53N,D,IV,b,AV,1,7,1,0,6,,,,
2121,53N,D,IV,b,CB,1,8,1,1,3,,,,
2122,53N,D,IV,c,SS,1,1,0,,0,,,,
2123,53N,D,IV,c,CB,0,2,0,,0,,,,
2124,53N,D,IV,c,NG,1,4,1,1,0,,,,
1571,57,C,IV,d,AB,1,7,1,1,,,,recruit count?,
2126,53N,D,IV,c,LE,1,6,1,1,7,1,1,,
2127,53N,D,IV,c,AV,1,7,1,1,6,,,,
2128,53N,D,IV,c,GD,0,8,0,,,,,,
2129,53N,D,IV,d,AB,0,1,0,,0,,,,
2130,53N,D,IV,d,NG,1,2,1,1,0,,,,
2131,53N,D,IV,d,GD,0,3,0,,,,,,
2132,53N,D,IV,d,LE,0,5,0,,0,,,,
2133,53N,D,IV,d,AV,1,6,1,1,0,,,,
2134,53N,D,IV,d,CB,1,7,1,1,0,,,,
2135,53N,D,IV,d,SS,0,8,0,,0,,,,
2136,53N,E,I,a,SS,0,1,0,,0,,,,
2137,53N,E,I,a,CB,0,2,0,,0,,,,
2138,53N,E,I,a,NG,1,3,1,1,0,,,,
2139,53N,E,I,a,AB,1,4,1,0,0,,,,
2140,53N,E,I,a,GD,1,5,0,,,,,,
2141,53N,E,I,a,AV,0,6,0,,0,,,,
2142,53N,E,I,a,LE,0,8,0,,0,,,,
2143,53N,E,I,b,CB,1,1,1,1,0,,,,
2144,53N,E,I,b,SS,0,2,0,,3,,,,
2145,53N,E,I,b,LE,0,3,0,,2,,,,
2146,53N,E,I,b,AB,1,4,1,0,0,,,,
2147,53N,E,I,b,GD,0,6,0,,,,,,
2148,53N,E,I,b,AV,1,7,1,1,3,,,,
2149,53N,E,I,b,NG,1,8,1,1,0,,,,
1692,57,E,I,b,LE,0,1,0,,,,,recruit count?,
2151,53N,E,I,c,NG,1,2,1,1,0,,,,
2152,53N,E,I,c,CB,0,3,0,,0,,,,
2153,53N,E,I,c,GD,0,4,0,,,,,,
2154,53N,E,I,c,LE,0,5,0,,0,,,,
1709,57,E,I,d,LE,0,5,0,,,,,recruit count?,
2156,53N,E,I,c,SS,0,8,0,,0,,,,
2157,53N,E,I,d,SS,1,1,1,1,0,,,,
2158,53N,E,I,d,NG,0,2,0,,0,,,,
2159,53N,E,I,d,GD,0,3,0,,,,,,
2160,53N,E,I,d,CB,0,4,0,,0,,,,
2161,53N,E,I,d,AB,0,6,0,,0,,,,
2162,53N,E,I,d,AV,1,7,0,,0,,,,
2163,53N,E,I,d,LE,0,8,0,,0,,,,
2164,53N,E,II,a,GD,0,2,0,,,,,,
2165,53N,E,II,a,AB,1,3,1,0,0,,,,
2166,53N,E,II,a,LE,1,4,1,1,1,,,,
2167,53N,E,II,a,CB,1,5,1,1,1,,,,
2168,53N,E,II,a,AV,1,6,1,1,0,,,,
2169,53N,E,II,a,SS,0,7,0,,0,,,,
2170,53N,E,II,a,NG,1,9,1,1,0,,,,
2171,53N,E,II,b,SS,1,2,1,1,3,,,,
2172,53N,E,II,b,NG,0,3,0,,0,,,,
2173,53N,E,II,b,LE,0,4,0,,1,,,,
2174,53N,E,II,b,CB,1,5,1,1,16,,,,
2175,53N,E,II,b,AB,1,6,1,0,6,,,,
2176,53N,E,II,b,GD,0,7,0,,,,,,
2177,53N,E,II,b,AV,1,9,1,1,13,,,,
2178,53N,E,II,c,LE,0,2,0,,0,,,,
2179,53N,E,II,c,AB,0,3,0,,0,,,,
2180,53N,E,II,c,GD,0,5,0,,,,,,
2181,53N,E,II,c,SS,0,6,0,,0,,,,
2182,53N,E,II,c,AV,1,7,1,1,3,,,,
2183,53N,E,II,c,NG,1,8,1,1,0,,,,
2184,53N,E,II,c,CB,1,9,1,1,1,,,,
2185,53N,E,II,d,CB,0,1,0,,3,,,,
2186,53N,E,II,d,NG,1,2,1,1,0,,,,
2187,53N,E,II,d,AB,1,3,1,0,0,,,,
2188,53N,E,II,d,SS,1,5,1,1,0,,,,
2189,53N,E,II,d,GD,1,6,1,,,,,,
2190,53N,E,II,d,AV,1,7,1,1,0,,,,
2191,53N,E,II,d,LE,0,8,0,,3,,,,
2192,53N,E,III,a,NG,1,1,1,1,12,,,,
2193,53N,E,III,a,AV,1,2,0,,0,,,,
2194,53N,E,III,a,GD,0,3,0,,,,,,
2195,53N,E,III,a,SS,1,4,1,1,2,,,,
2196,53N,E,III,a,CB,1,5,1,,0,,,,
2197,53N,E,III,a,AB,0,6,0,,0,,,,
2198,53N,E,III,a,LE,0,8,0,,0,,,,
2199,53N,E,III,b,SS,1,2,1,1,1,,,,
2200,53N,E,III,b,AB,1,4,1,0,0,,,,
2201,53N,E,III,b,NG,0,5,0,,0,,,,
2202,53N,E,III,b,LE,0,6,0,,0,,,,
1712,57,E,I,d,CB,0,8,0,,,,,recruit count?,
2204,53N,E,III,b,CB,1,8,1,1,2,,,,
2205,53N,E,III,b,GD,1,9,1,,,,,,
1722,57,E,II,b,CB,1,3,1,0,,,,recruit count?,
2207,53N,E,III,c,LE,.,2,0,,0,,,,
2208,53N,E,III,c,AV,1,4,0,,0,,,,
2209,53N,E,III,c,SS,0,5,0,,0,,,,
2210,53N,E,III,c,NG,0,6,0,,0,,,,
2211,53N,E,III,c,GD,0,7,0,,0,,,,
2212,53N,E,III,c,CB,0,8,0,,0,,,,
2213,53N,E,III,d,AB,1,2,1,0,0,,,,
2214,53N,E,III,d,LE,0,3,0,,0,,,,
2215,53N,E,III,d,SS,1,4,1,1,0,,,,
2216,53N,E,III,d,NG,1,5,1,1,0,,,,
2217,53N,E,III,d,AV,1,6,0,,0,,,,
2218,53N,E,III,d,GD,0,7,0,,,,,,
2219,53N,E,III,d,CB,0,8,0,,0,,,,
2220,53N,E,IV,a,LE,0,2,0,,0,,,,
2221,53N,E,IV,a,SS,0,3,0,,0,,,,
2222,53N,E,IV,a,GD,0,4,0,,,,,,
2223,53N,E,IV,a,NG,1,5,1,1,0,,,,
2224,53N,E,IV,a,AB,1,6,1,0,0,,,,
2225,53N,E,IV,a,AV,1,7,1,0,0,,,,
2226,53N,E,IV,a,CB,1,8,1,0,0,,,,
2227,53N,E,IV,b,CB,1,2,1,1,1,,,,
2228,53N,E,IV,b,LE,0,3,0,0,0,,,,
2229,53N,E,IV,b,SS,1,5,1,1,1,,,,
2230,53N,E,IV,b,AV,1,6,1,1,2,,,,
2231,53N,E,IV,b,GD,1,7,1,,,,,,
2232,53N,E,IV,b,AB,1,8,1,0,1,,,,
2233,53N,E,IV,b,NG,1,9,1,1,20,1,4,,
2234,53N,E,IV,c,AV,1,2,1,1,0,,,,
2235,53N,E,IV,c,SS,1,3,1,1,0,,,,
2236,53N,E,IV,c,GD,0,4,0,,,,,,
2237,53N,E,IV,c,LE,0,5,0,,0,,,,
2238,53N,E,IV,c,AB,1,6,1,0,0,,,,
2239,53N,E,IV,c,CB,1,8,1,0,0,,,,
2240,53N,E,IV,c,NG,1,9,1,1,30,1,2,,
2241,53N,E,IV,d,AV,1,2,1,1,0,,,,
2242,53N,E,IV,d,AB,1,3,1,0,0,,,,
2243,53N,E,IV,d,SS,0,4,0,,0,,,,
2244,53N,E,IV,d,NG,1,5,1,1,0,,,,
2245,53N,E,IV,d,GD,0,6,0,,,,,,
2246,53N,E,IV,d,LE,0,7,0,,0,,,,
2247,53N,E,IV,d,CB,0,8,0,,0,,,,
2248,53S,B,I,a,NG,1,2,1,0,0,,,,
2249,53S,B,I,a,AV,0,3,0,,0,,,,
2250,53S,B,I,a,LE,1,5,0,,2,,,,
2251,53S,B,I,a,CB,0,6,0,,0,,,,
1846,53N,B,II,d,CB,0,2,0,,,,,recruit count?,
2253,53S,B,I,a,GD,0,8,0,,,,,,
2254,53S,B,I,a,AB,1,9,0,,0,,,,
1890,53N,B,IV,b,AV,1,3,1,,,,,recruit count?,
2256,53S,B,I,b,CB,1,3,0,,0,,,,
2257,53S,B,I,b,NG,1,5,1,,0,,,,
2258,53S,B,I,b,AV,0,6,0,,0,,,,
2259,53S,B,I,b,LE,0,7,0,,0,,,,
2260,53S,B,I,b,GD,.,8,0,,,,,,
2261,53S,B,I,b,AB,1,9,1,0,0,,,,
2262,53S,B,I,c,AB,1,1,1,0,0,,,,
2263,53S,B,I,c,NG,1,2,1,0,0,,,,
2264,53S,B,I,c,GD,0,3,0,,,,,,
2265,53S,B,I,c,LE,0,5,0,,0,,,,
2073,53N,D,II,d,AV,1,2,1,1,,,,recruit count?,
2267,53S,B,I,c,SS,1,7,1,1,2,,,,
2268,53S,B,I,c,CB,0,8,0,,0,,,,
2269,53S,B,I,d,NG,1,1,1,1,0,,,,
2270,53S,B,I,d,CB,1,3,0,,0,,,,
2271,53S,B,I,d,SS,0,4,0,0,2,,,,
2272,53S,B,I,d,AB,1,5,1,0,3,,,,
2273,53S,B,I,d,AV,1,6,1,1,2,,,,
2274,53S,B,I,d,GD,1,7,0,,,,,,
2275,53S,B,I,d,LE,0,8,0,,1,,,,
2276,53S,B,II,a,NG,1,2,1,1,0,,,,
2277,53S,B,II,a,AV,1,3,1,1,0,,,,
2278,53S,B,II,a,CB,1,4,1,0,0,,,,
2279,53S,B,II,a,GD,1,5,1,,,,,,
2280,53S,B,II,a,LE,1,6,1,1,21,,,,
2281,53S,B,II,a,AB,1,8,1,0,0,,,,
2282,53S,B,II,a,SS,1,9,1,1,1,,,,
2283,53S,B,II,b,AB,1,1,1,0,0,,,,
2284,53S,B,II,b,CB,1,2,1,0,0,,,,
2285,53S,B,II,b,NG,1,3,1,0,2,,,,
2286,53S,B,II,b,LE,0,4,0,0,2,,,,
2287,53S,B,II,b,SS,1,5,1,1,0,,,,
2074,53N,D,II,d,SS,0,3,0,,,,,recruit count?,
2289,53S,B,II,b,GD,0,8,0,,,,,,
2290,53S,B,II,c,GD,0,1,0,,,,,,
2291,53S,B,II,c,CB,1,2,1,1,5,,,,
2075,53N,D,II,d,AB,0,4,0,,,,,recruit count?,
2293,53S,B,II,c,AB,0,5,0,,0,,,,
2294,53S,B,II,c,SS,1,6,1,1,0,,,,
2295,53S,B,II,c,NG,1,7,1,1,3,,,,
2296,53S,B,II,c,LE,0,8,0,,0,,,,
2297,53S,B,II,d,LE,0,2,0,,0,,,,
2298,53S,B,II,d,GD,0,3,0,,,,,,
2299,53S,B,II,d,NG,0,4,0,,0,,,,
2300,53S,B,II,d,SS,0,5,0,,0,,,,
2301,53S,B,II,d,AB,1,7,1,0,3,,,,
2302,53S,B,II,d,AV,1,8,1,1,2,,,,
2303,53S,B,II,d,CB,0,9,0,,0,,,,
2304,53S,B,III,a,AB,1,1,1,0,3,1,2,,
2305,53S,B,III,a,CB,1,2,1,1,1,,,,
2306,53S,B,III,a,NG,1,4,1,1,0,,,,
2307,53S,B,III,a,LE,0,5,0,0,2,,,,
2308,53S,B,III,a,SS,1,6,1,1,0,,,,
2309,53S,B,III,a,AV,1,7,1,1,4,,,,
2310,53S,B,III,a,GD,0,8,0,,,,,,
2311,53S,B,III,b,AB,1,1,1,0,0,,,,
2312,53S,B,III,b,AV,1,2,1,1,2,,,,
2313,53S,B,III,b,LE,0,4,0,0,2,,,,
2314,53S,B,III,b,SS,1,5,1,1,4,,,,
2315,53S,B,III,b,NG,1,6,1,1,0,,,,
2316,53S,B,III,b,GD,0,7,0,,,,,,
2317,53S,B,III,b,CB,1,8,1,1,12,,,,
2318,53S,B,III,c,NG,1,1,1,0,0,,,,
2076,53N,D,II,d,LE,1,6,1,0,,,,recruit count?,
2077,53N,D,II,d,NG,1,7,1,1,,,,recruit count?,
2321,53S,B,III,c,SS,1,4,1,1,9,,,,
2322,53S,B,III,c,CB,0,6,0,,1,,,,
2323,53S,B,III,c,GD,1,7,1,,,,,,
2324,53S,B,III,c,AB,1,8,1,0,0,,,,
2325,53S,B,III,d,GD,0,2,0,,,,,,
2326,53S,B,III,d,AV,1,3,0,,0,,,,
2327,53S,B,III,d,CB,0,4,0,,0,,,,
2328,53S,B,III,d,SS,1,5,1,1,4,,,,
2329,53S,B,III,d,AB,1,6,1,0,2,,,,
2330,53S,B,III,d,LE,0,7,0,,0,,,,
2331,53S,B,III,d,NG,1,9,1,1,0,,,,
2332,53S,B,IV,a,AB,1,2,1,0,1,,,,
2333,53S,B,IV,a,CB,1,3,0,,1,,,,
2334,53S,B,IV,a,LE,1,4,1,1,7,,,,
2078,53N,D,II,d,CB,0,8,0,0,,,,recruit count?,
2336,53S,B,IV,a,GD,1,6,1,,,,,,
2337,53S,B,IV,a,NG,1,8,1,0,0,,,,
2338,53S,B,IV,a,SS,1,9,1,1,6,,,,
2339,53S,B,IV,b,NG,0,1,0,,0,,,,
2340,53S,B,IV,b,LE,1,2,1,0,0,,,,
2341,53S,B,IV,b,SS,1,4,1,0,0,,,,
2342,53S,B,IV,b,AV,1,5,1,1,3,,,,
2343,53S,B,IV,b,GD,0,6,1,,,,,,
2344,53S,B,IV,b,CB,1,7,1,0,0,,,,
2345,53S,B,IV,b,AB,1,8,1,0,0,,,,
2346,53S,B,IV,c,NG,1,1,1,1,0,,,,
2347,53S,B,IV,c,AV,1,2,1,1,0,,,,
2348,53S,B,IV,c,CB,1,3,1,1,6,,,,
2349,53S,B,IV,c,AB,1,5,1,0,1,,,,
2350,53S,B,IV,c,LE,1,6,0,,0,,,,
2351,53S,B,IV,c,SS,0,7,0,,16,,,,
2352,53S,B,IV,c,GD,0,8,0,,,,,,
2353,53S,B,IV,d,SS,0,1,0,,0,,,,
2354,53S,B,IV,d,AB,1,3,1,1,0,,,,
2355,53S,B,IV,d,LE,0,4,0,,1,,,,
2356,53S,B,IV,d,GD,0,5,0,,,,,,
2357,53S,B,IV,d,CB,0,6,0,,0,,,,
2358,53S,B,IV,d,AV,0,7,0,,0,,,,
2359,53S,B,IV,d,NG,1,8,1,1,0,,,,
2627,53S,E,II,c,AV,1,4,,,,,,recruit count?,
2747,54S,B,II,d,CB,0,1,0,,,,,recruit count?,
2362,53S,C,I,a,NG,1,3,1,1,0,,,,
2363,53S,C,I,a,GD,1,5,1,,,,,,
2364,53S,C,I,a,AB,1,6,1,0,1,,,,
2365,53S,C,I,a,SS,0,7,0,,0,,,,
2366,53S,C,I,a,AV,1,8,1,1,0,,,,
2367,53S,C,I,b,AV,1,2,1,1,1,,,,
2368,53S,C,I,b,GD,0,3,0,,,,,,
2748,54S,B,II,d,AV,1,2,1,0,,,,recruit count?,
2370,53S,C,I,b,SS,0,5,0,,0,,,,
2371,53S,C,I,b,AB,1,7,1,,10,,,,
2372,53S,C,I,b,NG,1,8,1,0,0,,,,
2373,53S,C,I,b,CB,0,9,0,,0,,,,
2374,53S,C,I,c,GD,0,2,0,,,,,,
2375,53S,C,I,c,CB,1,3,1,1,0,,,,
2376,53S,C,I,c,NG,0,5,0,,0,,,,
2377,53S,C,I,c,AB,1,6,1,0,0,,,,
2378,53S,C,I,c,AV,1,7,1,0,0,,,,
2379,53S,C,I,c,LE,1,8,1,0,12,,,,
2380,53S,C,I,c,SS,0,9,0,,0,,,,
2381,53S,C,I,d,AB,1,2,1,0,0,,,,
2382,53S,C,I,d,NG,1,3,1,1,18,,,,
2383,53S,C,I,d,AV,1,4,1,1,0,,,,
2384,53S,C,I,d,LE,0,5,0,,0,,,,
2385,53S,C,I,d,SS,0,6,0,,0,,,,
2386,53S,C,I,d,CB,0,8,0,,0,,,,
2387,53S,C,I,d,GD,0,9,0,,,,,,
2388,53S,C,II,a,SS,1,2,1,1,0,,,,
2389,53S,C,II,a,GD,0,3,0,,,,,,
2390,53S,C,II,a,AB,1,4,1,0,0,,,,
2391,53S,C,II,a,NG,1,6,1,0,0,,,,
2392,53S,C,II,a,LE,1,7,1,0,0,,,,
2393,53S,C,II,a,AV,1,8,1,1,1,,,,
2394,53S,C,II,a,CB,1,9,1,0,8,,,,
2395,53S,C,II,b,NG,1,2,1,1,0,,,,
2396,53S,C,II,b,CB,1,3,1,1,0,,,,
2397,53S,C,II,b,SS,0,4,0,,0,,,,
2398,53S,C,II,b,AB,1,5,1,1,1,,,,
2399,53S,C,II,b,GD,1,6,1,,,,,,
2400,53S,C,II,b,LE,1,8,0,,0,,,,
2401,53S,C,II,b,AV,1,9,1,1,0,,,,
2402,53S,C,II,c,CB,1,2,0,0,1,,,,
2403,53S,C,II,c,SS,0,3,0,0,12,,,,
2404,53S,C,II,c,LE,1,4,1,0,0,,,,
2405,53S,C,II,c,AB,1,5,1,0,0,,,,
2406,53S,C,II,c,GD,1,6,1,,,,,,
2407,53S,C,II,c,AV,1,7,1,1,0,,,,
2408,53S,C,II,c,NG,1,8,1,1,0,,,,
2409,53S,C,II,d,LE,0,3,0,,0,,,,
2410,53S,C,II,d,AV,0,4,0,,0,,,,
2411,53S,C,II,d,CB,1,5,1,1,2,,,,
2412,53S,C,II,d,GD,1,6,1,,,,,,
2413,53S,C,II,d,SS,0,7,0,,0,,,,
2414,53S,C,II,d,AB,1,8,1,0,0,,,,
2415,53S,C,II,d,NG,1,9,1,1,0,,,,
2416,53S,C,III,a,SS,1,3,1,1,0,,,,
2417,53S,C,III,a,AV,1,4,1,0,0,,,,
2418,53S,C,III,a,GD,1,5,1,,,,,,
2419,53S,C,III,a,LE,1,6,1,1,1,,,,
2420,53S,C,III,a,CB,1,7,1,1,0,,,,
2421,53S,C,III,a,AB,1,8,1,0,0,,,,
2422,53S,C,III,a,NG,1,9,1,1,0,,,,
2423,53S,C,III,b,LE,1,2,1,1,0,,,,
2424,53S,C,III,b,GD,0,3,0,,0,,,,
2425,53S,C,III,b,AB,1,5,1,0,0,,,,
2426,53S,C,III,b,SS,1,6,1,1,0,,,,
2750,54S,B,II,d,LE,1,4,1,0,,,,recruit count?,
2428,53S,C,III,b,AV,1,8,1,1,0,,,,
2429,53S,C,III,b,NG,1,9,1,1,0,,,,
2430,53S,C,III,c,CB,0,1,0,,0,,,,
2431,53S,C,III,c,NG,1,2,1,1,0,,,,
2432,53S,C,III,c,SS,1,3,1,1,0,,,,
2433,53S,C,III,c,AB,1,4,1,0,0,,,,
2434,53S,C,III,c,GD,0,5,0,,,,,,
2751,54S,B,II,d,AB,1,5,1,1,,,,recruit count?,
2436,53S,C,III,c,AV,1,8,1,1,0,,,,
2437,53S,C,III,d,GD,0,2,0,,,,,,
2438,53S,C,III,d,NG,1,3,1,1,25,,,,
2439,53S,C,III,d,AB,1,4,1,0,0,,,,
2440,53S,C,III,d,SS,0,5,0,,0,,,,
2441,53S,C,III,d,AV,0,7,0,,0,,,,
2442,53S,C,III,d,CB,1,8,1,1,0,,,,
2443,53S,C,III,d,LE,0,9,0,,0,,,,
2444,53S,C,IV,a,CB,1,1,1,1,0,,,,
2445,53S,C,IV,a,SS,1,3,1,1,0,,,,
2446,53S,C,IV,a,AV,0,4,0,,0,,,,
2447,53S,C,IV,a,AB,1,5,1,0,0,,,,
2448,53S,C,IV,a,NG,1,6,1,1,1,,,,
2449,53S,C,IV,a,GD,1,7,1,,,,,,
2450,53S,C,IV,a,LE,1,8,0,,0,,,,
2451,53S,C,IV,b,SS,0,2,0,,1,,,,
2452,53S,C,IV,b,CB,1,3,1,1,0,,,,
2453,53S,C,IV,b,AV,1,4,1,1,0,,,,
2454,53S,C,IV,b,AB,1,5,1,0,0,,,,
2455,53S,C,IV,b,LE,0,7,0,,0,,,,
2456,53S,C,IV,b,NG,1,8,1,0,0,,,,
2457,53S,C,IV,b,GD,1,9,1,,,,,,
2458,53S,C,IV,c,AB,1,2,1,0,3,,,,
2459,53S,C,IV,c,AV,1,3,1,1,1,,,,
2460,53S,C,IV,c,CB,1,4,1,1,0,,,,
2461,53S,C,IV,c,LE,0,5,0,,0,,,,
2462,53S,C,IV,c,GD,1,6,1,,,,,,
2463,53S,C,IV,c,SS,1,7,1,1,7,,,,
2464,53S,C,IV,c,NG,0,9,0,,0,,,,
2465,53S,C,IV,d,GD,0,2,0,,,,,,
2466,53S,C,IV,d,NG,1,4,1,1,0,,,,
2467,53S,C,IV,d,SS,1,5,1,1,7,,,,
2468,53S,C,IV,d,AV,1,6,1,1,0,,,,
2469,53S,C,IV,d,LE,0,7,0,,1,,,,
2470,53S,C,IV,d,AB,1,8,1,0,1,,,,
2471,53S,C,IV,d,CB,1,9,1,1,0,,,,
